x,y,u,v,p
0.0078125,0.0078125,0,0,-0.0900315
0.0234375,0.0078125,0,0,-0.0901157
0.0390625,0.0078125,0,0,-0.0900781
0.0546875,0.0078125,0,0,-0.0901542
0.0703125,0.0078125,0,0,-0.0901274
0.0859375,0.0078125,0,0,-0.0901592
0.101562,0.0078125,0,0,-0.0901239
0.117188,0.0078125,0,0,-0.0901202
0.132812,0.0078125,0,0,-0.0900733
0.148438,0.0078125,0,0,-0.0900425
0.164062,0.0078125,0,0,-0.0899829
0.179688,0.0078125,0,0,-0.0899298
0.195312,0.0078125,0,0,-0.0898562
0.210938,0.0078125,0,0,-0.0897831
0.226562,0.0078125,0,0,-0.0896944
0.242188,0.0078125,0,0,-0.0896024
0.257812,0.0078125,0,0,-0.0894976
0.273438,0.0078125,0,0,-0.0893873
0.289062,0.0078125,0,0,-0.0892658
0.304688,0.0078125,0,0,-0.0891375
0.320312,0.0078125,0,0,-0.088999
0.335938,0.0078125,0,0,-0.0888529
0.351562,0.0078125,0,0,-0.0886972
0.367188,0.0078125,0,0,-0.0885336
0.382812,0.0078125,0,0,-0.0883609
0.398438,0.0078125,0,0,-0.0881803
0.414062,0.0078125,0,0,-0.0879911
0.429688,0.0078125,0,0,-0.0877941
0.445312,0.0078125,0,0,-0.0875891
0.460938,0.0078125,0,0,-0.0873768
0.476562,0.0078125,0,0,-0.0871573
0.492188,0.0078125,0,0,-0.0869313
0.507812,0.0078125,0,0,-0.0866988
0.523438,0.0078125,0,0,-0.0864609
0.539062,0.0078125,0,0,-0.0862178
0.554688,0.0078125,0,0,-0.0859705
0.570312,0.0078125,0,0,-0.0857194
0.585938,0.0078125,0,0,-0.0854658
0.601562,0.0078125,0,0,-0.08521
0.617188,0.0078125,0,0,-0.0849538
0.632812,0.0078125,0,0,-0.0846972
0.648438,0.0078125,0,0,-0.0844426
0.664062,0.0078125,0,0,-0.0841894
0.679688,0.0078125,0,0,-0.0839413
0.695312,0.0078125,0,0,-0.0836963
0.710938,0.0078125,0,0,-0.0834599
0.726562,0.0078125,0,0,-0.0832279
0.742188,0.0078125,0,0,-0.0830088
0.757812,0.0078125,0,0,-0.0827948
0.773438,0.0078125,0,0,-0.0825989
0.789062,0.0078125,0,0,-0.0824072
0.804688,0.0078125,0,0,-0.0822406
