x,y,u,v,p
0.0078125,0.0078125,0,0,-0.161113
0.0234375,0.0078125,0,0,-0.161265
0.0390625,0.0078125,0,0,-0.161185
0.0546875,0.0078125,0,0,-0.161342
0.0703125,0.0078125,0,0,-0.161294
0.0859375,0.0078125,0,0,-0.161376
0.101562,0.0078125,0,0,-0.161323
0.117188,0.0078125,0,0,-0.161344
0.132812,0.0078125,0,0,-0.16128
0.148438,0.0078125,0,0,-0.161258
0.164062,0.0078125,0,0,-0.161181
0.179688,0.0078125,0,0,-0.161127
0.195312,0.0078125,0,0,-0.161035
0.210938,0.0078125,0,0,-0.160953
0.226562,0.0078125,0,0,-0.160844
0.242188,0.0078125,0,0,-0.160737
0.257812,0.0078125,0,0,-0.160609
0.273438,0.0078125,0,0,-0.160476
0.289062,0.0078125,0,0,-0.160326
0.304688,0.0078125,0,0,-0.160167
0.320312,0.0078125,0,0,-0.159992
0.335938,0.0078125,0,0,-0.159807
0.351562,0.0078125,0,0,-0.159605
0.367188,0.0078125,0,0,-0.159391
0.382812,0.0078125,0,0,-0.159161
0.398438,0.0078125,0,0,-0.158916
0.414062,0.0078125,0,0,-0.158656
0.429688,0.0078125,0,0,-0.158382
0.445312,0.0078125,0,0,-0.158092
0.460938,0.0078125,0,0,-0.157788
0.476562,0.0078125,0,0,-0.15747
0.492188,0.0078125,0,0,-0.157139
0.507812,0.0078125,0,0,-0.156797
0.523438,0.0078125,0,0,-0.156446
0.539062,0.0078125,0,0,-0.156088
0.554688,0.0078125,0,0,-0.155725
0.570312,0.0078125,0,0,-0.15536
0.585938,0.0078125,0,0,-0.154997
0.601562,0.0078125,0,0,-0.154639
0.617188,0.0078125,0,0,-0.154291
0.632812,0.0078125,0,0,-0.153955
0.648438,0.0078125,0,0,-0.153637
0.664062,0.0078125,0,0,-0.15334
0.679688,0.0078125,0,0,-0.153067
0.695312,0.0078125,0,0,-0.152821
0.710938,0.0078125,0,0,-0.152606
0.726562,0.0078125,0,0,-0.152422
0.742188,0.0078125,0,0,-0.152272
0.757812,0.0078125,0,0,-0.152153
0.773438,0.0078125,0,0,-0.152069
0.789062,0.0078125,0,0,-0.152015
0.804688,0.0078125,0,0,-0.151993
0.820312,0.0078125,0,0,-0.151995
0.835938,0.0078125,0,0,-0.152025
0.851562,0.0078125,0,0,-0.152072
0.867188,0.0078125,0,0,-0.152141
0.882812,0.0078125,0,0,-0.152218
0.898438,0.0078125,0,0,-0.15231
0.914062,0.0078125,0,0,-0.152399
0.929688,0.0078125,0,0,-0.152493
0.945312,0.0078125,0,0,-0.152571
0.960938,0.0078125,0,0,-0.152636
0.976562,0.0078125,0,0,-0.152672
0.992188,0.0078125,0,0,-0.152672
0.0078125,0.0234375,0,0,-0.160962
0.0234375,0.0234375,-4.69963e-05,4.84263e-05,-0.161127
0.0390625,0.0234375,-0.000363314,-4.89285e-06,-0.160985
0.0546875,0.0234375,-0.000681142,5.69166e-05,-0.161111
0.0703125,0.0234375,-0.00125648,2.17131e-05,-0.160998
0.0859375,0.0234375,-0.00178465,5.75486e-05,-0.161069
0.101562,0.0234375,-0.00247665,3.56723e-05,-0.160974
0.117188,0.0234375,-0.00311053,5.66215e-05,-0.160995
0.132812,0.0234375,-0.00383934,4.30692e-05,-0.160907
0.148438,0.0234375,-0.00451923,5.53564e-05,-0.160889
0.164062,0.0234375,-0.00525378,4.70673e-05,-0.160798
0.179688,0.0234375,-0.00595372,5.43538e-05,-0.160746
0.195312,0.0234375,-0.00668603,4.93595e-05,-0.160647
