x,y,u,v,p
0.0078125,0.0078125,0,0,-0.0719292
0.0234375,0.0078125,0,0,-0.0720089
0.0390625,0.0078125,0,0,-0.0719751
0.0546875,0.0078125,0,0,-0.0720461
0.0703125,0.0078125,0,0,-0.0720205
0.0859375,0.0078125,0,0,-0.0720488
0.101562,0.0078125,0,0,-0.0720155
0.117188,0.0078125,0,0,-0.0720119
0.132812,0.0078125,0,0,-0.0719693
0.148438,0.0078125,0,0,-0.0719421
0.164062,0.0078125,0,0,-0.0718888
0.179688,0.0078125,0,0,-0.071842
0.195312,0.0078125,0,0,-0.0717767
0.210938,0.0078125,0,0,-0.0717123
0.226562,0.0078125,0,0,-0.071634
0.242188,0.0078125,0,0,-0.0715532
0.257812,0.0078125,0,0,-0.0714611
0.273438,0.0078125,0,0,-0.0713647
0.289062,0.0078125,0,0,-0.0712586
0.304688,0.0078125,0,0,-0.071147
0.320312,0.0078125,0,0,-0.0710269
0.335938,0.0078125,0,0,-0.0709007
0.351562,0.0078125,0,0,-0.0707668
0.367188,0.0078125,0,0,-0.0706267
0.382812,0.0078125,0,0,-0.0704793
0.398438,0.0078125,0,0,-0.0703259
0.414062,0.0078125,0,0,-0.0701659
0.429688,0.0078125,0,0,-0.0700002
0.445312,0.0078125,0,0,-0.0698285
0.460938,0.0078125,0,0,-0.0696515
0.476562,0.0078125,0,0,-0.0694693
0.492188,0.0078125,0,0,-0.0692825
0.507812,0.0078125,0,0,-0.0690914
0.523438,0.0078125,0,0,-0.0688966
0.539062,0.0078125,0,0,-0.0686984
0.554688,0.0078125,0,0,-0.0684977
0.570312,0.0078125,0,0,-0.0682947
0.585938,0.0078125,0,0,-0.0680905
0.601562,0.0078125,0,0,-0.0678853
0.617188,0.0078125,0,0,-0.0676805
0.632812,0.0078125,0,0,-0.0674759
0.648438,0.0078125,0,0,-0.0672736
0.664062,0.0078125,0,0,-0.0670728
0.679688,0.0078125,0,0,-0.0668765
0.695312,0.0078125,0,0,-0.0666829
0.710938,0.0078125,0,0,-0.0664964
0.726562,0.0078125,0,0,-0.0663134
0.742188,0.0078125,0,0,-0.0661407
0.757812,0.0078125,0,0,-0.0659717
0.773438,0.0078125,0,0,-0.065817
0.789062,0.0078125,0,0,-0.0656651
0.804688,0.0078125,0,0,-0.0655329
0.820312,0.0078125,0,0,-0.0654006
0.835938,0.0078125,0,0,-0.0652957
0.851562,0.0078125,0,0,-0.0651846
0.867188,0.0078125,0,0,-0.0651128
0.882812,0.0078125,0,0,-0.0650235
0.898438,0.0078125,0,0,-0.0649926
0.914062,0.0078125,0,0,-0.0649245
0.929688,0.0078125,0,0,-0.0649464
0.945312,0.0078125,0,0,-0.0648967
0.960938,0.0078125,0,0,-0.0649865
0.976562,0.0078125,0,0,-0.0649334
0.992188,0.0078125,0,0,-0.0650514
0.0078125,0.0234375,0,0,-0.0718508
0.0234375,0.0234375,-2.42782e-05,2.4897e-05,-0.0719324
0.0390625,0.0234375,-0.000208181,7.6534e-07,-0.0718654
0.0546875,0.0234375,-0.000387287,2.88566e-05,-0.0719221
0.0703125,0.0234375,-0.000688181,1.2959e-05,-0.071868
0.0859375,0.0234375,-0.000955482,2.82303e-05,-0.0718945
0.101562,0.0234375,-0.00128908,1.83202e-05,-0.0718458
0.117188,0.0234375,-0.00158588,2.68737e-05,-0.0718456
0.132812,0.0234375,-0.00191728,2.07336e-05,-0.0717955
0.148438,0.0234375,-0.0022198,2.55657e-05,-0.0717727
0.164062,0.0234375,-0.00254018,2.17212e-05,-0.0717165
0.179688,0.0234375,-0.00283953,2.43878e-05,-0.0716741
0.195312,0.0234375,-0.00314678,2.18864e-05,-0.0716087
0.210938,0.0234375,-0.00343806,2.32449e-05,-0.0715488
0.226562,0.0234375,-0.00373077,2.15066e-05,-0.0714722
0.242188,0.0234375,-0.0040102,2.20519e-05,-0.0713961
0.257812,0.0234375,-0.00428661,2.0729e-05,-0.0713072
0.273438,0.0234375,-0.00455088,2.07505e-05,-0.0712159
0.289062,0.0234375,-0.00480892,1.96337e-05,-0.0711142
0.304688,0.0234375,-0.005055,1.93003e-05,-0.0710084
0.320312,0.0234375,-0.00529238,1.82626e-05,-0.0708937
0.335938,0.0234375,-0.00551736,1.76726e-05,-0.0707739
0.351562,0.0234375,-0.00573161,1.66358e-05,-0.0706463
0.367188,0.0234375,-0.00593266,1.5846e-05,-0.0705132
0.382812,0.0234375,-0.0061212,1.47613e-05,-0.0703732
0.398438,0.0234375,-0.0062955,1.38044e-05,-0.0702276
0.414062,0.0234375,-0.00645569,1.26411e-05,-0.0700758
0.429688,0.0234375,-0.00660045,1.15362e-05,-0.0699187
0.445312,0.0234375,-0.00672956,1.0275e-05,-0.069756
0.460938,0.0234375,-0.00684202,9.03454e-06,-0.0695885
0.476562,0.0234375,-0.00693736,7.66358e-06,-0.0694162
0.492188,0.0234375,-0.0070148,6.29817e-06,-0.0692398
0.507812,0.0234375,-0.00707374,4.81099e-06,-0.0690593
0.523438,0.0234375,-0.00711357,3.33281e-06,-0.0688757
0.539062,0.0234375,-0.00713357,1.72708e-06,-0.068689
0.554688,0.0234375,-0.00713338,1.53169e-07,-0.0685002
